Date,Rank,Song,Artist,LastWeek,PeakRank,WeeksOnBoard
4/21/1962,1,Good Luck Charm,Elvis Presley With The Jordanaires,2.0,1,6
4/20/2019,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1.0,1,6
4/20/2013,1,When I Was Your Man,Bruno Mars,2.0,1,16
4/20/2002,1,Foolish,Ashanti,3.0,1,10
4/20/1996,1,"Because You Loved Me (From ""Up Close & Personal"")",Celine Dion,1.0,1,7
4/20/1991,1,You're In Love,Wilson Phillips,2.0,1,11
4/20/1985,1,We Are The World,USA For Africa,1.0,1,5
4/20/1974,1,TSOP (The Sound Of Philadelphia),MFSB Featuring The Three Degrees,3.0,1,8
4/20/1968,1,Honey,Bobby Goldsboro,1.0,1,5
4/20/1963,1,He's So Fine,The Chiffons,1.0,1,9
4/20/1959,1,Come Softly To Me,The Fleetwoods,1.0,1,7
4/2/2016,1,Work,Rihanna Featuring Drake,1.0,1,8
4/2/2011,1,Born This Way,Lady Gaga,1.0,1,6
4/2/2005,1,Candy Shop,50 Cent Featuring Olivia,1.0,1,9
4/2/1994,1,The Sign,Ace Of Base,1.0,1,14
4/2/1988,1,Man In The Mirror,Michael Jackson,1.0,1,9
4/2/1983,1,Billie Jean,Michael Jackson,1.0,1,11
4/2/1977,1,Rich Girl,Daryl Hall John Oates,1.0,1,11
4/2/1966,1,The Ballad Of The Green Berets,SSgt Barry Sadler,1.0,1,9
4/19/2014,1,Happy,Pharrell Williams,1.0,1,14
4/19/2008,1,Touch My Body,Mariah Carey,1.0,1,8
4/19/2003,1,In Da Club,50 Cent,1.0,1,15
4/19/1997,1,Can't Nobody Hold Me Down,Puff Daddy (Featuring Mase),1.0,1,13
4/19/1986,1,Kiss,Prince And The Revolution,2.0,1,9
4/19/1980,1,Call Me,Blondie,2.0,1,10
4/19/1975,1,Philadelphia Freedom,The Elton John Band,1.0,1,7
4/19/1969,1,Aquarius/Let The Sunshine In (The Flesh Failures),The 5th Dimension,1.0,1,7
4/18/2020,1,Toosie Slide,Drake,,1,1
4/18/2015,1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1.0,1,21
4/18/2009,1,Boom Boom Pow,The Black Eyed Peas,39.0,1,4
4/18/1998,1,All My Life,K-Ci & JoJo,1.0,1,4
4/18/1992,1,Save The Best For Last,Vanessa Williams,1.0,1,12
4/18/1987,1,I Knew You Were Waiting (For Me),Aretha Franklin & George Michael,3.0,1,9
4/18/1981,1,Kiss On My List,Daryl Hall John Oates,1.0,1,13
4/18/1970,1,Let It Be,The Beatles,1.0,1,5
4/18/1964,1,Can't Buy Me Love,The Beatles,1.0,1,4
4/18/1960,1,"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,1.0,1,15
4/17/2021,1,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),3.0,1,5
4/17/2010,1,Rude Boy,Rihanna,1.0,1,8
4/17/2004,1,Yeah!,Usher Featuring Lil Jon & Ludacris,1.0,1,15
4/17/1999,1,No Scrubs,TLC,1.0,1,9
4/17/1993,1,Informer,Snow,1.0,1,15
4/17/1982,1,I Love Rock 'N Roll,Joan Jett & the Blackhearts,1.0,1,11
4/17/1976,1,Disco Lady,Johnnie Taylor,1.0,1,11
4/17/1971,1,Joy To The World,Three Dog Night,3.0,1,6
4/17/1965,1,I'm Telling You Now,Freddie And The Dreamers,1.0,1,6
4/17/1961,1,Blue Moon,The Marcels,1.0,1,7
4/16/2016,1,Work,Rihanna Featuring Drake,1.0,1,10
4/16/2011,1,E.T.,Katy Perry Featuring Kanye West,1.0,1,8
4/16/2005,1,Candy Shop,50 Cent Featuring Olivia,1.0,1,11
4/16/1994,1,Bump N' Grind,R. Kelly,1.0,1,11
4/16/1988,1,"Get Outta My Dreams, Get Into My Car",Billy Ocean,1.0,1,10
4/16/1983,1,Billie Jean,Michael Jackson,1.0,1,13
4/16/1977,1,Don't Give Up On Us,David Soul,2.0,1,12
4/16/1966,1,(You're My) Soul And Inspiration,The Righteous Brothers,1.0,1,7
4/15/2017,1,Shape Of You,Ed Sheeran,1.0,1,12
4/15/2006,1,Bad Day,Daniel Powter,1.0,1,8
4/15/2000,1,Maria Maria,Santana Featuring The Product G&B,1.0,1,10
4/15/1995,1,This Is How We Do It,Montell Jordan,6.0,1,8
4/15/1989,1,She Drives Me Crazy,Fine Young Cannibals,4.0,1,12
4/15/1978,1,Night Fever,Bee Gees,1.0,1,11
4/15/1972,1,The First Time Ever I Saw Your Face,Roberta Flack,3.0,1,7
4/15/1967,1,Somethin' Stupid,Nancy Sinatra & Frank Sinatra,3.0,1,5
4/14/2018,1,God's Plan,Drake,1.0,1,11
4/14/2012,1,We Are Young,fun. Featuring Janelle Monae,1.0,1,15
4/14/2007,1,Don't Matter,Akon,1.0,1,11
4/14/2001,1,All For You,Janet,2.0,1,5
4/14/1990,1,I'll Be Your Everything,Tommy Page,2.0,1,9
4/14/1984,1,Footloose,Kenny Loggins,1.0,1,12
4/14/1979,1,What A Fool Believes,The Doobie Brothers,2.0,1,13
4/14/1973,1,The Night The Lights Went Out In Georgia,Vicki Lawrence,1.0,1,10
4/14/1962,1,Johnny Angel,Shelley Fabares,1.0,1,7
4/13/2019,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,15.0,1,5
4/13/2013,1,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,1.0,1,26
4/13/2002,1,Ain't It Funny,Jennifer Lopez Featuring Ja Rule,1.0,1,16
4/13/1996,1,"Because You Loved Me (From ""Up Close & Personal"")",Celine Dion,1.0,1,6
4/13/1991,1,I've Been Thinking About You,Londonbeat,2.0,1,10
4/13/1985,1,We Are The World,USA For Africa,2.0,1,4
4/13/1974,1,Bennie And The Jets,Elton John,2.0,1,9
4/13/1968,1,Honey,Bobby Goldsboro,10.0,1,4
4/13/1963,1,He's So Fine,The Chiffons,1.0,1,8
4/13/1959,1,Come Softly To Me,The Fleetwoods,2.0,1,6
4/12/2014,1,Happy,Pharrell Williams,1.0,1,13
4/12/2008,1,Touch My Body,Mariah Carey,15.0,1,7
4/12/2003,1,In Da Club,50 Cent,1.0,1,14
4/12/1997,1,Can't Nobody Hold Me Down,Puff Daddy (Featuring Mase),1.0,1,12
4/12/1986,1,Rock Me Amadeus,Falco,1.0,1,10
4/12/1980,1,Another Brick In The Wall (Part II),Pink Floyd,1.0,1,13
4/12/1975,1,Philadelphia Freedom,The Elton John Band,2.0,1,6
4/12/1969,1,Aquarius/Let The Sunshine In (The Flesh Failures),The 5th Dimension,2.0,1,6
4/11/2020,1,Blinding Lights,The Weeknd,1.0,1,18
4/11/2015,1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1.0,1,20
4/11/2009,1,Poker Face,Lady Gaga,2.0,1,15
4/11/1998,1,All My Life,K-Ci & JoJo,1.0,1,3
4/11/1992,1,Save The Best For Last,Vanessa Williams,1.0,1,11
4/11/1987,1,Nothing's Gonna Stop Us Now,Starship,1.0,1,11
4/11/1981,1,Kiss On My List,Daryl Hall John Oates,4.0,1,12
4/11/1970,1,Let It Be,The Beatles,2.0,1,4
4/11/1964,1,Can't Buy Me Love,The Beatles,1.0,1,3
4/11/1960,1,"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,1.0,1,14
4/10/2021,1,Montero (Call Me By Your Name),Lil Nas X,,1,1
4/10/2010,1,Rude Boy,Rihanna,1.0,1,7
4/10/2004,1,Yeah!,Usher Featuring Lil Jon & Ludacris,1.0,1,14
4/10/1999,1,No Scrubs,TLC,8.0,1,8
4/10/1993,1,Informer,Snow,1.0,1,14
4/10/1982,1,I Love Rock 'N Roll,Joan Jett & the Blackhearts,1.0,1,10
4/10/1976,1,Disco Lady,Johnnie Taylor,1.0,1,10
4/10/1971,1,Just My Imagination (Running Away With Me),The Temptations,1.0,1,10
4/10/1965,1,I'm Telling You Now,Freddie And The Dreamers,3.0,1,5
4/10/1961,1,Blue Moon,The Marcels,1.0,1,6
4/1/2017,1,Shape Of You,Ed Sheeran,1.0,1,10
4/1/2006,1,Temperature,Sean Paul,2.0,1,11
4/1/2000,1,Say My Name,Destiny's Child,1.0,1,15
4/1/1995,1,Take A Bow,Madonna,1.0,1,16
4/1/1989,1,Eternal Flame,The Bangles,2.0,1,9
4/1/1978,1,Night Fever,Bee Gees,1.0,1,9
4/1/1972,1,A Horse With No Name,America,1.0,1,7
4/1/1967,1,Happy Together,The Turtles,1.0,1,8
3/9/2019,1,Shallow,Lady Gaga & Bradley Cooper,21.0,1,22
3/9/2013,1,Harlem Shake,Baauer,1.0,1,2
3/9/2002,1,Ain't It Funny,Jennifer Lopez Featuring Ja Rule,3.0,1,11
3/9/1996,1,One Sweet Day,Mariah Carey & Boyz II Men,1.0,1,15
3/9/1991,1,Someday,Mariah Carey,2.0,1,8
3/9/1985,1,Can't Fight This Feeling,REO Speedwagon,2.0,1,8
3/9/1974,1,Seasons In The Sun,Terry Jacks,1.0,1,9
3/9/1968,1,Love Is Blue (L'amour Est Bleu),Paul Mauriat And His Orchestra,1.0,1,10
3/9/1963,1,Walk Like A Man,The 4 Seasons,1.0,1,7
3/9/1959,1,Venus,Frankie Avalon,7.0,1,5
3/8/2014,1,Happy,Pharrell Williams,2.0,1,8
3/8/2008,1,Low,Flo Rida Featuring T-Pain,1.0,1,18
3/8/2003,1,In Da Club,50 Cent,2.0,1,9
3/8/1997,1,Wannabe,Spice Girls,1.0,1,7
3/8/1986,1,Kyrie,Mr. Mister,1.0,1,12
3/8/1980,1,Crazy Little Thing Called Love,Queen,1.0,1,12
3/8/1975,1,Have You Never Been Mellow,Olivia Newton-John,2.0,1,7
3/8/1969,1,Everyday People,Sly & The Family Stone,1.0,1,15
3/7/2020,1,The Box,Roddy Ricch,1.0,1,12
3/7/2015,1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1.0,1,15
3/7/2009,1,Right Round,Flo Rida,1.0,1,4
3/7/1998,1,My Heart Will Go On,Celine Dion,1.0,1,2
3/7/1992,1,To Be With You,Mr. Big,1.0,1,12
3/7/1987,1,Livin' On A Prayer,Bon Jovi,1.0,1,13
3/7/1981,1,I Love A Rainy Night,Eddie Rabbitt,1.0,1,18
3/7/1970,1,Bridge Over Troubled Water,Simon & Garfunkel,1.0,1,5
3/7/1964,1,I Want To Hold Your Hand,The Beatles,1.0,1,8
3/7/1960,1,"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,1.0,1,9
3/6/2021,1,Drivers License,Olivia Rodrigo,1.0,1,7
3/6/2010,1,Imma Be,The Black Eyed Peas,3.0,1,12
3/6/2004,1,Yeah!,Usher Featuring Lil Jon & Ludacris,1.0,1,9
3/6/1999,1,Angel Of Mine,Monica,1.0,1,14
3/6/1993,1,A Whole New World (Aladdin's Theme),Peabo Bryson & Regina Belle,2.0,1,12
3/6/1982,1,Centerfold,The J. Geils Band,1.0,1,18
3/6/1976,1,Love Machine (Part 1),The Miracles,3.0,1,20
3/6/1971,1,One Bad Apple,The Osmonds,1.0,1,10
3/6/1965,1,My Girl,The Temptations,3.0,1,8
3/6/1961,1,Pony Time,Chubby Checker,1.0,1,7
3/5/2016,1,Work,Rihanna Featuring Drake,4.0,1,4
3/5/2011,1,Born This Way,Lady Gaga,1.0,1,2
3/5/2005,1,Candy Shop,50 Cent Featuring Olivia,2.0,1,5
3/5/1994,1,The Power Of Love,Celine Dion,1.0,1,15
3/5/1988,1,Father Figure,George Michael,1.0,1,8
3/5/1983,1,Billie Jean,Michael Jackson,4.0,1,7
3/5/1977,1,"Evergreen (Love Theme From ""A Star Is Born"")",Barbra Streisand,2.0,1,13
3/5/1966,1,The Ballad Of The Green Berets,SSgt Barry Sadler,3.0,1,5
3/4/2017,1,Shape Of You,Ed Sheeran,1.0,1,6
3/4/2006,1,Check On It,Beyonce Featuring Slim Thug,1.0,1,16
3/4/2000,1,Amazed,Lonestar,3.0,1,31
3/4/1995,1,Take A Bow,Madonna,1.0,1,12
3/4/1989,1,Lost In Your Eyes,Debbie Gibson,2.0,1,7
3/4/1978,1,(Love Is) Thicker Than Water,Andy Gibb,2.0,1,18
3/4/1972,1,Without You,Nilsson,1.0,1,12
3/4/1967,1,Ruby Tuesday,The Rolling Stones,3.0,1,7
3/31/2018,1,God's Plan,Drake,1.0,1,9
3/31/2012,1,We Are Young,fun. Featuring Janelle Monae,1.0,1,13
3/31/2007,1,Glamorous,Fergie Featuring Ludacris,1.0,1,10
3/31/2001,1,Angel,Shaggy Featuring Rayvon,2.0,1,14
3/31/1990,1,Black Velvet,Alannah Myles,1.0,1,13
3/31/1984,1,Footloose,Kenny Loggins,4.0,1,10
3/31/1979,1,Tragedy,Bee Gees,1.0,1,8
3/31/1973,1,Killing Me Softly With His Song,Roberta Flack,2.0,1,10
3/31/1962,1,Don't Break The Heart That Loves You,Connie Francis,2.0,1,8
3/30/2019,1,7 Rings,Ariana Grande,1.0,1,9
3/30/2013,1,Harlem Shake,Baauer,1.0,1,5
3/30/2002,1,Ain't It Funny,Jennifer Lopez Featuring Ja Rule,1.0,1,14
3/30/1996,1,"Because You Loved Me (From ""Up Close & Personal"")",Celine Dion,1.0,1,4
3/30/1991,1,Coming Out Of The Dark,Gloria Estefan,3.0,1,10
3/30/1985,1,One More Night,Phil Collins,3.0,1,8
3/30/1974,1,Sunshine On My Shoulders,John Denver,3.0,1,10
3/30/1968,1,(Sittin' On) The Dock Of The Bay,Otis Redding,1.0,1,10
3/30/1963,1,He's So Fine,The Chiffons,4.0,1,6
3/30/1959,1,Venus,Frankie Avalon,1.0,1,8
3/3/2018,1,God's Plan,Drake,1.0,1,5
3/3/2012,1,Part Of Me,Katy Perry,,1,1
3/3/2007,1,What Goes Around...Comes Around,Justin Timberlake,8.0,1,11
3/3/2001,1,Stutter,Joe Featuring Mystikal,1.0,1,9
3/3/1990,1,Escapade,Janet Jackson,2.0,1,7
3/3/1984,1,Jump,Van Halen,1.0,1,8
3/3/1979,1,Da Ya Think I'm Sexy?,Rod Stewart,1.0,1,11
3/3/1973,1,Killing Me Softly With His Song,Roberta Flack,1.0,1,6
3/3/1962,1,Duke Of Earl,Gene Chandler,1.0,1,8
3/29/2014,1,Happy,Pharrell Williams,1.0,1,11
3/29/2008,1,Love In This Club,Usher Featuring Young Jeezy,1.0,1,5
3/29/2003,1,In Da Club,50 Cent,1.0,1,12
3/29/1997,1,Can't Nobody Hold Me Down,Puff Daddy (Featuring Mase),1.0,1,10
3/29/1986,1,Rock Me Amadeus,Falco,4.0,1,8
3/29/1980,1,Another Brick In The Wall (Part II),Pink Floyd,1.0,1,11
3/29/1975,1,Lady Marmalade,Labelle,2.0,1,13
3/29/1969,1,Dizzy,Tommy Roe,1.0,1,9
3/28/2020,1,The Box,Roddy Ricch,1.0,1,15
3/28/2015,1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1.0,1,18
3/28/2009,1,Right Round,Flo Rida,1.0,1,7
3/28/1998,1,Gettin' Jiggy Wit It,Will Smith,1.0,1,5
3/28/1992,1,Save The Best For Last,Vanessa Williams,1.0,1,9
3/28/1987,1,Lean On Me,Club Nouveau,1.0,1,7
3/28/1981,1,Rapture,Blondie,6.0,1,9
3/28/1970,1,Bridge Over Troubled Water,Simon & Garfunkel,1.0,1,8
3/28/1964,1,She Loves You,The Beatles,1.0,1,10
3/28/1960,1,"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,1.0,1,12
3/27/2021,1,Up,Cardi B,6.0,1,6
3/27/2010,1,Rude Boy,Rihanna,4.0,1,5
3/27/2004,1,Yeah!,Usher Featuring Lil Jon & Ludacris,1.0,1,12
3/27/1999,1,Believe,Cher,1.0,1,15
3/27/1993,1,Informer,Snow,1.0,1,12
3/27/1982,1,I Love Rock 'N Roll,Joan Jett & the Blackhearts,1.0,1,8
3/27/1976,1,"December, 1963 (Oh, What a Night)",The 4 Seasons,1.0,1,14
3/27/1971,1,Me And Bobby McGee,Janis Joplin,1.0,1,9
3/27/1965,1,Stop! In The Name Of Love,The Supremes,2.0,1,6
3/27/1961,1,Surrender,Elvis Presley With The Jordanaires,1.0,1,6
3/26/2016,1,Work,Rihanna Featuring Drake,1.0,1,7
3/26/2011,1,Born This Way,Lady Gaga,1.0,1,5
3/26/2005,1,Candy Shop,50 Cent Featuring Olivia,1.0,1,8
3/26/1994,1,The Sign,Ace Of Base,1.0,1,13
3/26/1988,1,Man In The Mirror,Michael Jackson,4.0,1,8
3/26/1983,1,Billie Jean,Michael Jackson,1.0,1,10
3/26/1977,1,Rich Girl,Daryl Hall John Oates,3.0,1,10
3/26/1966,1,The Ballad Of The Green Berets,SSgt Barry Sadler,1.0,1,8
3/25/2017,1,Shape Of You,Ed Sheeran,1.0,1,9
3/25/2006,1,So Sick,Ne-Yo,1.0,1,16
3/25/2000,1,Say My Name,Destiny's Child,1.0,1,14
3/25/1995,1,Take A Bow,Madonna,1.0,1,15
3/25/1989,1,The Living Years,Mike + The Mechanics,2.0,1,12
3/25/1978,1,Night Fever,Bee Gees,1.0,1,8
3/25/1972,1,A Horse With No Name,America,2.0,1,6
3/25/1967,1,Happy Together,The Turtles,2.0,1,7
3/24/2018,1,God's Plan,Drake,1.0,1,8
3/24/2012,1,We Are Young,fun. Featuring Janelle Monae,1.0,1,12
3/24/2007,1,Glamorous,Fergie Featuring Ludacris,8.0,1,9
3/24/2001,1,Butterfly,Crazy Town,2.0,1,12
3/24/1990,1,Black Velvet,Alannah Myles,2.0,1,12
3/24/1984,1,Jump,Van Halen,1.0,1,11
3/24/1979,1,Tragedy,Bee Gees,2.0,1,7
3/24/1973,1,Love Train,The O'Jays,3.0,1,10
3/24/1962,1,Hey! Baby,Bruce Channel,1.0,1,9
3/23/2019,1,7 Rings,Ariana Grande,2.0,1,8
3/23/2013,1,Harlem Shake,Baauer,1.0,1,4
3/23/2002,1,Ain't It Funny,Jennifer Lopez Featuring Ja Rule,1.0,1,13
3/23/1996,1,"Because You Loved Me (From ""Up Close & Personal"")",Celine Dion,5.0,1,3
3/23/1991,1,One More Try,Timmy T.,2.0,1,14
3/23/1985,1,Can't Fight This Feeling,REO Speedwagon,1.0,1,10
3/23/1974,1,Dark Lady,Cher,3.0,1,10
3/23/1968,1,(Sittin' On) The Dock Of The Bay,Otis Redding,1.0,1,9
3/23/1963,1,Our Day Will Come,Ruby And The Romantics,2.0,1,7
3/23/1959,1,Venus,Frankie Avalon,1.0,1,7
3/22/2014,1,Happy,Pharrell Williams,1.0,1,10
3/22/2008,1,Love In This Club,Usher Featuring Young Jeezy,1.0,1,4
3/22/2003,1,In Da Club,50 Cent,1.0,1,11
3/22/1997,1,Can't Nobody Hold Me Down,Puff Daddy (Featuring Mase),2.0,1,9
3/22/1986,1,These Dreams,Heart,2.0,1,10
3/22/1980,1,Another Brick In The Wall (Part II),Pink Floyd,3.0,1,10
3/22/1975,1,My Eyes Adored You,Frankie Valli,2.0,1,18
3/22/1969,1,Dizzy,Tommy Roe,1.0,1,8
3/21/2020,1,The Box,Roddy Ricch,1.0,1,14
3/21/2015,1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1.0,1,17
3/21/2009,1,Right Round,Flo Rida,1.0,1,6
3/21/1998,1,Gettin' Jiggy Wit It,Will Smith,1.0,1,4
3/21/1992,1,Save The Best For Last,Vanessa Williams,4.0,1,8
3/21/1987,1,Lean On Me,Club Nouveau,5.0,1,6
3/21/1981,1,Keep On Loving You,REO Speedwagon,2.0,1,17
3/21/1970,1,Bridge Over Troubled Water,Simon & Garfunkel,1.0,1,7
3/21/1964,1,She Loves You,The Beatles,2.0,1,9
3/21/1960,1,"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,1.0,1,11
3/20/2021,1,What's Next,Drake,,1,1
3/20/2010,1,Break Your Heart,Taio Cruz Featuring Ludacris,53.0,1,2
3/20/2004,1,Yeah!,Usher Featuring Lil Jon & Ludacris,1.0,1,11
3/20/1999,1,Believe,Cher,1.0,1,14
3/20/1993,1,Informer,Snow,1.0,1,11
3/20/1982,1,I Love Rock 'N Roll,Joan Jett & the Blackhearts,3.0,1,7
3/20/1976,1,"December, 1963 (Oh, What a Night)",The 4 Seasons,1.0,1,13
3/20/1971,1,Me And Bobby McGee,Janis Joplin,2.0,1,8
3/20/1965,1,Eight Days A Week,The Beatles,1.0,1,5
3/20/1961,1,Surrender,Elvis Presley With The Jordanaires,2.0,1,5
3/2/2019,1,7 Rings,Ariana Grande,1.0,1,5
3/2/2013,1,Harlem Shake,Baauer,,1,1
3/2/2002,1,Always On Time,Ja Rule Featuring Ashanti,1.0,1,16
3/2/1996,1,One Sweet Day,Mariah Carey & Boyz II Men,1.0,1,14
3/2/1991,1,All The Man That I Need,Whitney Houston,1.0,1,11
3/2/1985,1,Careless Whisper,Wham! Featuring George Michael,1.0,1,11
3/2/1974,1,Seasons In The Sun,Terry Jacks,2.0,1,8
3/2/1968,1,Love Is Blue (L'amour Est Bleu),Paul Mauriat And His Orchestra,1.0,1,9
3/2/1963,1,Walk Like A Man,The 4 Seasons,3.0,1,6
3/2/1959,1,Stagger Lee,Lloyd Price,1.0,1,13
3/19/2016,1,Work,Rihanna Featuring Drake,1.0,1,6
3/19/2011,1,Born This Way,Lady Gaga,1.0,1,4
3/19/2005,1,Candy Shop,50 Cent Featuring Olivia,1.0,1,7
3/19/1994,1,The Sign,Ace Of Base,1.0,1,12
3/19/1988,1,Never Gonna Give You Up,Rick Astley,1.0,1,14
3/19/1983,1,Billie Jean,Michael Jackson,1.0,1,9
3/19/1977,1,"Evergreen (Love Theme From ""A Star Is Born"")",Barbra Streisand,1.0,1,15
3/19/1966,1,The Ballad Of The Green Berets,SSgt Barry Sadler,1.0,1,7
3/18/2017,1,Shape Of You,Ed Sheeran,1.0,1,8
3/18/2006,1,So Sick,Ne-Yo,9.0,1,15
3/18/2000,1,Say My Name,Destiny's Child,14.0,1,13
3/18/1995,1,Take A Bow,Madonna,1.0,1,14
3/18/1989,1,Lost In Your Eyes,Debbie Gibson,1.0,1,9
3/18/1978,1,Night Fever,Bee Gees,2.0,1,7
3/18/1972,1,Heart Of Gold,Neil Young,2.0,1,7
3/18/1967,1,Penny Lane,The Beatles,5.0,1,4
3/17/2018,1,God's Plan,Drake,1.0,1,7
3/17/2012,1,We Are Young,fun. Featuring Janelle Monae,3.0,1,11
3/17/2007,1,This Is Why I'm Hot,Mims,1.0,1,7
3/17/2001,1,Stutter,Joe Featuring Mystikal,1.0,1,11
3/17/1990,1,Escapade,Janet Jackson,1.0,1,9
3/17/1984,1,Jump,Van Halen,1.0,1,10
3/17/1979,1,I Will Survive,Gloria Gaynor,1.0,1,14
3/17/1973,1,Killing Me Softly With His Song,Roberta Flack,1.0,1,8
3/17/1962,1,Hey! Baby,Bruce Channel,1.0,1,8
3/16/2019,1,Sucker,Jonas Brothers,,1,1
3/16/2013,1,Harlem Shake,Baauer,1.0,1,3
3/16/2002,1,Ain't It Funny,Jennifer Lopez Featuring Ja Rule,1.0,1,12
3/16/1996,1,One Sweet Day,Mariah Carey & Boyz II Men,1.0,1,16
3/16/1991,1,Someday,Mariah Carey,1.0,1,9
3/16/1985,1,Can't Fight This Feeling,REO Speedwagon,1.0,1,9
3/16/1974,1,Seasons In The Sun,Terry Jacks,1.0,1,10
3/16/1968,1,(Sittin' On) The Dock Of The Bay,Otis Redding,3.0,1,8
3/16/1963,1,Walk Like A Man,The 4 Seasons,1.0,1,8
3/16/1959,1,Venus,Frankie Avalon,1.0,1,6
3/15/2014,1,Happy,Pharrell Williams,1.0,1,9
3/15/2008,1,Love In This Club,Usher Featuring Young Jeezy,51.0,1,3
3/15/2003,1,In Da Club,50 Cent,1.0,1,10
3/15/1997,1,Wannabe,Spice Girls,1.0,1,8
3/15/1986,1,Sara,Starship,2.0,1,12
3/15/1980,1,Crazy Little Thing Called Love,Queen,1.0,1,13
3/15/1975,1,Black Water,The Doobie Brothers,2.0,1,13
3/15/1969,1,Dizzy,Tommy Roe,4.0,1,7
3/14/2020,1,The Box,Roddy Ricch,1.0,1,13
3/14/2015,1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1.0,1,16
3/14/2009,1,Right Round,Flo Rida,1.0,1,5
3/14/1998,1,Gettin' Jiggy Wit It,Will Smith,2.0,1,3
3/14/1992,1,To Be With You,Mr. Big,1.0,1,13
3/14/1987,1,Jacob's Ladder,Huey Lewis & The News,2.0,1,9
3/14/1981,1,9 To 5,Dolly Parton,2.0,1,16
3/14/1970,1,Bridge Over Troubled Water,Simon & Garfunkel,1.0,1,6
3/14/1964,1,I Want To Hold Your Hand,The Beatles,1.0,1,9
3/14/1960,1,"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,1.0,1,10
3/13/2021,1,Drivers License,Olivia Rodrigo,1.0,1,8
3/13/2010,1,Imma Be,The Black Eyed Peas,1.0,1,13
3/13/2004,1,Yeah!,Usher Featuring Lil Jon & Ludacris,1.0,1,10
3/13/1999,1,Believe,Cher,2.0,1,13
3/13/1993,1,Informer,Snow,4.0,1,10
3/13/1982,1,Centerfold,The J. Geils Band,1.0,1,19
3/13/1976,1,"December, 1963 (Oh, What a Night)",The 4 Seasons,3.0,1,12
3/13/1971,1,One Bad Apple,The Osmonds,1.0,1,11
3/13/1965,1,Eight Days A Week,The Beatles,5.0,1,4
3/13/1961,1,Pony Time,Chubby Checker,1.0,1,8
3/12/2016,1,Work,Rihanna Featuring Drake,1.0,1,5
3/12/2011,1,Born This Way,Lady Gaga,1.0,1,3
3/12/2005,1,Candy Shop,50 Cent Featuring Olivia,1.0,1,6
3/12/1994,1,The Sign,Ace Of Base,2.0,1,11
3/12/1988,1,Never Gonna Give You Up,Rick Astley,2.0,1,13
3/12/1983,1,Billie Jean,Michael Jackson,1.0,1,8
3/12/1977,1,"Evergreen (Love Theme From ""A Star Is Born"")",Barbra Streisand,1.0,1,14
3/12/1966,1,The Ballad Of The Green Berets,SSgt Barry Sadler,1.0,1,6
3/11/2017,1,Shape Of You,Ed Sheeran,1.0,1,7
3/11/2006,1,You're Beautiful,James Blunt,2.0,1,18
3/11/2000,1,Amazed,Lonestar,1.0,1,32
3/11/1995,1,Take A Bow,Madonna,1.0,1,13
3/11/1989,1,Lost In Your Eyes,Debbie Gibson,1.0,1,8
3/11/1978,1,(Love Is) Thicker Than Water,Andy Gibb,1.0,1,19
3/11/1972,1,Without You,Nilsson,1.0,1,13
3/11/1967,1,Love Is Here And Now You're Gone,The Supremes,2.0,1,7
3/10/2018,1,God's Plan,Drake,1.0,1,6
3/10/2012,1,Stronger (What Doesn't Kill You),Kelly Clarkson,4.0,1,10
3/10/2007,1,This Is Why I'm Hot,Mims,32.0,1,6
3/10/2001,1,Stutter,Joe Featuring Mystikal,1.0,1,10
3/10/1990,1,Escapade,Janet Jackson,1.0,1,8
3/10/1984,1,Jump,Van Halen,1.0,1,9
3/10/1979,1,I Will Survive,Gloria Gaynor,3.0,1,13
3/10/1973,1,Killing Me Softly With His Song,Roberta Flack,1.0,1,7
3/10/1962,1,Hey! Baby,Bruce Channel,2.0,1,7
3/1/2014,1,Dark Horse,Katy Perry Featuring Juicy J,1.0,1,22
3/1/2008,1,Low,Flo Rida Featuring T-Pain,1.0,1,17
3/1/2003,1,All I Have,Jennifer Lopez Featuring LL Cool J,1.0,1,10
3/1/1997,1,Wannabe,Spice Girls,1.0,1,6
3/1/1986,1,Kyrie,Mr. Mister,2.0,1,11
3/1/1980,1,Crazy Little Thing Called Love,Queen,1.0,1,11
3/1/1975,1,Best Of My Love,Eagles,2.0,1,14
3/1/1969,1,Everyday People,Sly & The Family Stone,1.0,1,14
2/9/2019,1,7 Rings,Ariana Grande,1.0,1,2
2/9/2013,1,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,1.0,1,17
